PPepDB-ID	Peptide Name	Plant Source	Peptide Family	Peptide Activity	Sequence Length	Molecular Weight	Validation	PMID/DOI
PPepDB_5693	CYF_PIPCE	Piper cenocladum	--NA--	Signaling-peptide	320	35130.46	Protein inferred from homology	--NA--
PPepDB_5694	CYF_PELHO	Pelargonium hortorum	--NA--	Signaling-peptide	320	35104.54	Protein inferred from homology	--NA--
PPepDB_5695	CYF_JASNU	Jasminum nudiflorum	--NA--	Signaling-peptide	320	35225.65	Protein inferred from homology	--NA--
PPepDB_5696	CYF_SPIOL	Spinacia oleracea	--NA--	Signaling-peptide	320	35318.81	Protein inferred from homology	--NA--
PPepDB_5697	CYF_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	320	35356.84	Protein inferred from homology	--NA--
PPepDB_5698	CYF_BRARA	Brassica rapa	--NA--	Signaling-peptide	320	35388.9	Experimental evidence at protein level	--NA--
PPepDB_5699	CYF_POPAL	Populus alba	--NA--	Signaling-peptide	320	35068.63	Protein inferred from homology	--NA--
PPepDB_5700	CYF_LACSA	Lactuca sativa	--NA--	Signaling-peptide	320	35318.81	Protein inferred from homology	--NA--
PPepDB_5701	CYF_HELAN	Helianthus annuus	--NA--	Signaling-peptide	320	35203.57	Protein inferred from homology	--NA--
PPepDB_5702	CYF_NICSY, CYF_TOBAC	Nicotiana sylvestris	--NA--	Signaling-peptide	320	35245.8	Protein inferred from homology	--NA--
PPepDB_5703	CYF_MORIN	Morus indica	--NA--	Signaling-peptide	320	35324.99	Protein inferred from homology	--NA--
PPepDB_5704	CYF_PANGI	Panax ginseng	--NA--	Signaling-peptide	320	35237.78	Protein inferred from homology	--NA--
PPepDB_5705	CYF_CUCSA	Cucumis sativus	--NA--	Signaling-peptide	320	35156.66	Protein inferred from homology	--NA--
PPepDB_5706	CYF_VITVI	Vitis vinifera	--NA--	Signaling-peptide	320	35317.84	Protein inferred from homology	--NA--
PPepDB_5707	CYF_NICTO	Nicotiana tomentosiformis	--NA--	Signaling-peptide	320	35240.78	Protein inferred from homology	--NA--
PPepDB_5708	CYF_LOTJA	Lotus japonicus	--NA--	Signaling-peptide	320	35350.79	Protein inferred from homology	--NA--
PPepDB_5709	CYF_DAUCA	Daucus carota	--NA--	Signaling-peptide	320	35284.83	Protein inferred from homology	--NA--
PPepDB_5710	CYF_CITSI	Citrus sinensis	--NA--	Signaling-peptide	320	35196.77	Protein inferred from homology	--NA--
PPepDB_5711	CYF_LIRTU	Liriodendron tulipifera	--NA--	Signaling-peptide	320	35338.82	Protein inferred from homology	--NA--
PPepDB_5712	CYF_PHAAO	Phalaenopsis aphrodite subsp. Formosana	--NA--	Signaling-peptide	320	35596.24	Protein inferred from homology	--NA--
PPepDB_5713	CYF_CALFE	Calycanthus floridus var. glaucus	--NA--	Signaling-peptide	320	35303.77	Protein inferred from homology	--NA--
PPepDB_5714	CYF_DRIGR	Drimys granadensis	--NA--	Signaling-peptide	320	35276.74	Protein inferred from homology	--NA--
PPepDB_5715	CYF_EUCGG	Eucalyptus globulus	--NA--	Signaling-peptide	320	35251.67	Protein inferred from homology	--NA--
PPepDB_5716	PER54_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	358	37290.41	Experimental evidence at transcript level	--NA--
PPepDB_5717	API10_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	219	24035.05	Experimental evidence at transcript level	--NA--
PPepDB_5718	PER68_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	325	35626.65	Experimental evidence at transcript level	--NA--
PPepDB_5719	GDBX_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	302	34300.08	Protein inferred from homology	--NA--
PPepDB_5720	YY1_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	95	9486.23	Experimental evidence at transcript level	--NA--
PPepDB_5721	OS35_SOLCO	Solanum commersonii	--NA--	Signaling-peptide	250	27448.9	Experimental evidence at transcript level	--NA--
PPepDB_5722	OLPA_TOBAC	Nicotiana tabacum	--NA--	Signaling-peptide	251	27652.13	Experimental evidence at protein level	--NA--
PPepDB_5723	SCR28_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	63	7314.79	Protein inferred from homology	--NA--
PPepDB_5724	CYT5_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	148	15743.03	Protein inferred from homology	--NA--
PPepDB_5725	PER27_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	321	34950.4	Experimental evidence at protein level	--NA--
PPepDB_5726	PER31_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	316	35302.54	Experimental evidence at transcript level	--NA--
PPepDB_5727	PSAF_GRATL	Gracilaria tenuistipitata var. liui	--NA--	Signaling-peptide	187	20814.48	Protein inferred from homology	--NA--
PPepDB_5728	EXPB3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	264	28424.79	Experimental evidence at transcript level	--NA--
PPepDB_5729	GRP2_ORYSI	Oryza sativa subsp. Indica	--NA--	Signaling-peptide	185	14882.13	Experimental evidence at transcript level	--NA--
PPepDB_5730	NLTP2_SORBI	Sorghum bicolor, Sorghum vulgare	--NA--	Signaling-peptide	122	11952.77	Protein inferred from homology	--NA--
PPepDB_5731	EXB14_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	273	28175.71	Protein inferred from homology	--NA--
PPepDB_5732	PER15_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	338	37079.34	Experimental evidence at transcript level	--NA--
PPepDB_5733	PUIA_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	148	16386.94	Experimental evidence at protein level	--NA--
PPepDB_5734	SCP48_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	510	56895.84	Experimental evidence at transcript level	--NA--
PPepDB_5735	PAPA4_CARPA	Carica papaya	--NA--	Signaling-peptide	348	39023.9	Experimental evidence at protein level	--NA--
PPepDB_5736	LAC7_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	567	62402.95	Experimental evidence at transcript level	--NA--
PPepDB_5737	IP25_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	154	16660.2	Experimental evidence at transcript level	--NA--
PPepDB_5738	IP27_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	154	16868.48	Protein inferred from homology	--NA--
PPepDB_5739	EXPB2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	273	29127.29	Protein inferred from homology	--NA--
PPepDB_5740	PER69_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	331	35678.88	Experimental evidence at protein level	--NA--
PPepDB_5741	Y3868_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	640	69406.4	Experimental evidence at protein level	--NA--
PPepDB_5742	GLTB_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	307	34927.89	Experimental evidence at transcript level	--NA--
PPepDB_5743	ATL2G_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	378	41880.3	Experimental evidence at protein level	--NA--
PPepDB_5744	2SS5_HELAN	Helianthus annuus	--NA--	Signaling-peptide	295	34071.32	Experimental evidence at protein level	--NA--
PPepDB_5745	ZEA1_MAIZE	Zea mays	--NA--	Signaling-peptide	234	25403.66	Experimental evidence at transcript level	--NA--
PPepDB_5746	ZEA4_MAIZE	Zea mays	--NA--	Signaling-peptide	234	25435.66	Experimental evidence at transcript level	--NA--
PPepDB_5747	ZEA5_MAIZE	Zea mays	--NA--	Signaling-peptide	234	25439.65	Protein inferred from homology	--NA--
PPepDB_5748	EXPA7_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	264	28222.99	Experimental evidence at transcript level	--NA--
PPepDB_5749	PEL6_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	455	51257.51	Experimental evidence at transcript level	--NA--
PPepDB_5750	CPI9_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	222	24738.57	Experimental evidence at transcript level	--NA--
PPepDB_5751	CPI1_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	222	24683.58	Experimental evidence at protein level	--NA--
PPepDB_5752	PER2_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	314	32606.4	Experimental evidence at transcript level	--NA--
PPepDB_5753	PER2_ORYSI	Oryza sativa subsp. Indica	--NA--	Signaling-peptide	314	32634.45	Protein inferred from homology	--NA--
PPepDB_5754	PER1_HORVU	Hordeum vulgare	--NA--	Signaling-peptide	315	32976.05	Experimental evidence at transcript level	--NA--
PPepDB_5755	RAG2_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	166	17864.56	Experimental evidence at protein level	--NA--
PPepDB_5756	LEC_ERYCO	Erythrina corallodendron	--NA--	Signaling-peptide	281	30751.7	Experimental evidence at protein level	--NA--
PPepDB_5757	INV3_ORYSI	Oryza sativa subsp. Indica	--NA--	Signaling-peptide	586	66207.99	Experimental evidence at transcript level	--NA--
PPepDB_5758	RD22_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	392	42259.54	Experimental evidence at transcript level	--NA--
PPepDB_5759	CONB_CANEN	Canavalia ensiformis	--NA--	Signaling-peptide	324	36728.01	Experimental evidence at protein level	--NA--
PPepDB_5760	HSP41_SOYBN	Glycine max	--NA--	Signaling-peptide	192	21961.25	Protein inferred from homology	--NA--
PPepDB_5761	NLTPD_BRAOT	Brassica oleracea var. italica	--NA--	Signaling-peptide	118	11937.13	Protein inferred from homology	--NA--
PPepDB_5762	NLTP1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	118	11754.89	Experimental evidence at transcript level	--NA--
PPepDB_5763	NLT2A_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	118	11501.19	Protein inferred from homology	--NA--
PPepDB_5764	NLTP3_HORVU	Hordeum vulgare	--NA--	Signaling-peptide	118	11740.9	Protein inferred from homology	--NA--
PPepDB_5765	NLTP1_SORBI	Sorghum bicolor, Sorghum vulgare	--NA--	Signaling-peptide	118	11570.28	Protein inferred from homology	--NA--
PPepDB_5766	MAN3_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	468	51216.68	Experimental evidence at transcript level	--NA--
PPepDB_5767	PEL11_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	409	46005.1	Protein inferred from homology	--NA--
PPepDB_5768	LCR46_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	91	9503.12	Protein inferred from homology	--NA--
PPepDB_5769	RNS6_NICAL	Nicotiana alata	--NA--	Signaling-peptide	215	24777.74	Experimental evidence at protein level	--NA--
PPepDB_5770	LCR63_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	78	8392.02	Protein inferred from homology	--NA--
PPepDB_5771	EXPB1_MAIZE	Zea mays	--NA--	Signaling-peptide	269	29084.63	Experimental evidence at protein level	--NA--
PPepDB_5772	EXPB9_MAIZE	Zea mays	--NA--	Signaling-peptide	269	29080.69	Experimental evidence at protein level	--NA--
PPepDB_5773	DR39_PEA	Pisum sativum	--NA--	Signaling-peptide	74	8254.54	Experimental evidence at transcript level	--NA--
PPepDB_5774	10KD_VIGUN	Vigna unguiculata	--NA--	Signaling-peptide	75	8522.84	Protein inferred from homology	--NA--
PPepDB_5775	LCR82_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	101	11186.24	Protein inferred from homology	--NA--
PPepDB_5776	PSK4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	87	9701	Protein inferred from homology	--NA--
PPepDB_5777	LAML_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	172	19434.74	Experimental evidence at transcript level	--NA--
PPepDB_5778	ICW3_PSOTE	Psophocarpus tetragonolobus	--NA--	Signaling-peptide	207	22773.92	Experimental evidence at protein level	--NA--
PPepDB_5779	LCR86_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	85	9536.15	Experimental evidence at transcript level	--NA--
PPepDB_5780	E136_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	477	52211.45	Experimental evidence at transcript level	--NA--
PPepDB_5781	RSI1_SOLLC	Solanum lycopersicum, Lycopersicon esculentum	--NA--	Signaling-peptide	96	10838.88	Experimental evidence at transcript level	--NA--
PPepDB_5782	EXTN_TOBAC	Nicotiana tabacum	--NA--	Signaling-peptide	620	65406.92	Experimental evidence at transcript level	--NA--
PPepDB_5783	UGPI3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	196	21026.98	Experimental evidence at transcript level	--NA--
PPepDB_5784	GDA2_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	291	33660.85	Experimental evidence at transcript level	--NA--
PPepDB_5785	NO12A_PEA	Pisum sativum	--NA--	Signaling-peptide	110	12507.54	Experimental evidence at transcript level	--NA--
PPepDB_5786	EXTN_DAUCA	Daucus carota	--NA--	Signaling-peptide	306	34225.49	Experimental evidence at transcript level	--NA--
PPepDB_5787	EXTN3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	427	48803.77	Experimental evidence at protein level	--NA--
PPepDB_5788	ATL1F_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	332	38390.48	Experimental evidence at transcript level	--NA--
PPepDB_5789	AB19B_PRUPE	Prunus persica	--NA--	Signaling-peptide	209	21856.29	Protein inferred from homology	--NA--
PPepDB_5790	AB19A_PRUPE	Prunus persica	--NA--	Signaling-peptide	209	21859.35	Protein inferred from homology	--NA--
PPepDB_5791	CWPX_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	140	14259.52	Experimental evidence at transcript level	--NA--
PPepDB_5792	ATL4J_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	432	49373.95	Experimental evidence at protein level	--NA--
PPepDB_5793	NO3_PEA	Pisum sativum	--NA--	Signaling-peptide	69	7908.6	Experimental evidence at transcript level	--NA--
PPepDB_5794	ABP2_TOBAC	Nicotiana tabacum	--NA--	Signaling-peptide	187	21453.37	Protein inferred from homology	--NA--
PPepDB_5795	ABP1_TOBAC	Nicotiana tabacum	--NA--	Signaling-peptide	187	21256.22	Protein inferred from homology	--NA--
PPepDB_5796	AMP1_ALLCE	Allium cepa	--NA--	Signaling-peptide	132	15141.91	Experimental evidence at protein level	--NA--
PPepDB_5797	EXLA1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	265	28701.88	Experimental evidence at transcript level	--NA--
PPepDB_5798	C550B_CYACA	Cyanidium caldarium	--NA--	Signaling-peptide	155	17220.77	Experimental evidence at protein level	--NA--
PPepDB_5799	CY550_CYAME	Cyanidioschyzon merolae	--NA--	Signaling-peptide	150	16607.11	Protein inferred from homology	--NA--
PPepDB_5800	LIP2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	418	46047.81	Experimental evidence at transcript level	--NA--
PPepDB_5801	IAAE_HORVU	Hordeum vulgare	--NA--	Signaling-peptide	148	16135.67	Experimental evidence at protein level	--NA--
PPepDB_5802	IP21_SOLLC	Solanum lycopersicum, Lycopersicon esculentum	--NA--	Signaling-peptide	148	16292.75	Experimental evidence at protein level	--NA--
PPepDB_5803	IP2T_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	147	15860.16	Experimental evidence at transcript level	--NA--
PPepDB_5804	IP2Y_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	147	15936.26	Protein inferred from homology	--NA--
PPepDB_5805	SCP6_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	441	50438.3	Experimental evidence at transcript level	--NA--
PPepDB_5806	PSC13_MAIZE	Zea mays	--NA--	Signaling-peptide	170	18217.7	Experimental evidence at transcript level	--NA--
PPepDB_5807	RNLE_SOLLC	Solanum lycopersicum, Lycopersicon esculentum	--NA--	Signaling-peptide	230	25331.32	Experimental evidence at protein level	--NA--
PPepDB_5808	PEL21_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	392	43681.96	Protein inferred from homology	--NA--
PPepDB_5809	XTH23_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	286	32063.93	Experimental evidence at transcript level	--NA--
PPepDB_5810	XTH13_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	284	32175.36	Protein inferred from homology	--NA--
PPepDB_5811	CHIA_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	302	33096.51	Experimental evidence at transcript level	--NA--
PPepDB_5812	CYT4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	117	12555.85	Protein inferred from homology	--NA--
PPepDB_5813	E13A_SOLLC	Solanum lycopersicum, Lycopersicon esculentum	--NA--	Signaling-peptide	336	37571.71	Experimental evidence at protein level	--NA--
PPepDB_5814	ALL1_ARTVU	Artemisia vulgaris	--NA--	Signaling-peptide	132	13404.26	Experimental evidence at protein level	--NA--
PPepDB_5815	E13B_HORVU	Hordeum vulgare	--NA--	Signaling-peptide	334	35193.7	Experimental evidence at protein level	--NA--
PPepDB_5816	AIR12_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	252	25591.67	Experimental evidence at protein level	--NA--
PPepDB_5817	GDBB_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	291	32966.83	Protein inferred from homology	--NA--
PPepDB_5818	ITI2_SINAL	Sinapis alba, Brassica hirta	--NA--	Signaling-peptide	99	10981.85	Experimental evidence at protein level	--NA--
PPepDB_5819	Y4141_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	206	23930.32	Experimental evidence at transcript level	--NA--
PPepDB_5820	RNS2_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	223	26075.35	Experimental evidence at transcript level	--NA--
PPepDB_5821	API1_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	221	24545.55	Experimental evidence at protein level	--NA--
PPepDB_5822	CYF_CYACA	Cyanidium caldarium	--NA--	Signaling-peptide	320	36118.59	Protein inferred from homology	--NA--
PPepDB_5823	CYF_PSINU	Psilotum nudum	--NA--	Signaling-peptide	321	35892.9	Protein inferred from homology	--NA--
PPepDB_5824	SPI5_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	213	23136.58	Experimental evidence at protein level	--NA--
PPepDB_5825	GLTA_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	356	41020.02	Protein inferred from homology	--NA--
PPepDB_5826	ICI1_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	107	12063.33	Protein inferred from homology	--NA--
PPepDB_5827	ICID_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	107	12145.17	Experimental evidence at protein level	--NA--
PPepDB_5828	NO12_MEDTR	Medicago truncatula	--NA--	Signaling-peptide	103	11743.55	Experimental evidence at transcript level	--NA--
PPepDB_5829	PEL4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	368	40575.87	Experimental evidence at transcript level	--NA--
PPepDB_5830	GDA6_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	296	33941.3	Protein inferred from homology	--NA--
PPepDB_5831	PRMS_MAIZE	Zea mays	--NA--	Signaling-peptide	167	18389.78	Experimental evidence at transcript level	--NA--
PPepDB_5832	CEBIP_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	356	37200.4	Experimental evidence at protein level	--NA--
PPepDB_5833	XTH20_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	282	32436.75	Experimental evidence at transcript level	--NA--
PPepDB_5834	KTI2_SOYBN	Glycine max	--NA--	Signaling-peptide	204	22800.28	Experimental evidence at transcript level	--NA--
PPepDB_5835	KTI1_SOYBN	Glycine max	--NA--	Signaling-peptide	203	22545.94	Experimental evidence at transcript level	--NA--
PPepDB_5836	EXP13_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	266	28975.74	Experimental evidence at transcript level	--NA--
PPepDB_5837	CRU3_BRANA	Brassica napus	--NA--	Signaling-peptide	509	56502.59	Protein inferred from homology	--NA--
PPepDB_5838	GDA1_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	262	30403.33	Experimental evidence at transcript level	--NA--
PPepDB_5839	GDA9_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	307	35396.93	Experimental evidence at protein level	--NA--
PPepDB_5840	CONG_ARAHY	Arachis hypogaea	--NA--	Signaling-peptide	145	16920.2	Experimental evidence at protein level	--NA--
PPepDB_5841	UGPI1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	189	20510.65	Experimental evidence at transcript level	--NA--
PPepDB_5842	E1314_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	392	44073.64	Experimental evidence at transcript level	--NA--
PPepDB_5843	GRXC4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	135	14827.11	Experimental evidence at transcript level	--NA--
PPepDB_5844	CRR18_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	278	31776.64	Experimental evidence at transcript level	--NA--
PPepDB_5845	CRR19_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	278	31712.55	Protein inferred from homology	--NA--
PPepDB_5846	API7_SOLTU	Solanum tuberosum	--NA--	Signaling-peptide	221	24485.42	Experimental evidence at transcript level	--NA--
PPepDB_5847	VIOLA_VIOOD	Viola odorata	--NA--	Signaling-peptide	106	11588.76	Experimental evidence at protein level	--NA--
PPepDB_5848	2SS_SOYBN	Glycine max	--NA--	Signaling-peptide	158	18459.97	Experimental evidence at protein level	--NA--
PPepDB_5849	EXPB6_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	275	29883.69	Experimental evidence at transcript level	--NA--
PPepDB_5850	FLA11_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	246	25591.7	Experimental evidence at transcript level	--NA--
PPepDB_5851	FLA13_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	247	26205.14	Experimental evidence at protein level	--NA--
PPepDB_5852	THN24_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	134	14147.15	Experimental evidence at transcript level	--NA--
PPepDB_5853	PUIB_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	148	16792.46	Experimental evidence at protein level	--NA--
PPepDB_5854	KCS16_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	493	55777.73	Experimental evidence at transcript level	--NA--
PPepDB_5855	LEA2_PHAVU	Phaseolus vulgaris	--NA--	Signaling-peptide	240	26596.54	Experimental evidence at protein level	--NA--
PPepDB_5856	WHW2_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	148	15866.91	Experimental evidence at protein level	--NA--
PPepDB_5857	BABL_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	129	14038.07	Experimental evidence at transcript level	--NA--
PPepDB_5858	SPOR1_IPOBA	Ipomoea batatas	--NA--	Signaling-peptide	219	24028.24	Experimental evidence at transcript level	--NA--
PPepDB_5859	SPORA_IPOBA	Ipomoea batatas	--NA--	Signaling-peptide	219	24171.68	Experimental evidence at transcript level	--NA--
PPepDB_5860	XTH32_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	299	34482.22	Experimental evidence at transcript level	--NA--
PPepDB_5861	XTH17_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	282	31992.15	Experimental evidence at protein level	--NA--
PPepDB_5862	XTH18_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	282	32072.18	Experimental evidence at transcript level	--NA--
PPepDB_5863	CY550_THAPS	Thalassiosira pseudonana	--NA--	Signaling-peptide	163	17840.43	Protein inferred from homology	--NA--
PPepDB_5864	HEVL_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	212	22936.63	Experimental evidence at protein level	--NA--
PPepDB_5865	CY550_PORYE	Porphyra yezoensis	--NA--	Signaling-peptide	163	17871.45	Protein inferred from homology	--NA--
PPepDB_5866	CY550_PORPU	Porphyra yezoensis	--NA--	Signaling-peptide	163	17844.47	Protein inferred from homology	--NA--
PPepDB_5867	CY550_ODOSI	Odontella sinensis	--NA--	Signaling-peptide	163	17838.37	Protein inferred from homology	--NA--
PPepDB_5868	UGPI4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	200	22053.1	Experimental evidence at transcript level	--NA--
PPepDB_5869	UGPI2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	199	21301.22	Experimental evidence at transcript level	--NA--
PPepDB_5870	NLTP6_AMBAR	Ambrosia artemisiifolia	--NA--	Signaling-peptide	118	12789.09	Experimental evidence at protein level	--NA--
PPepDB_5871	CALR_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	424	48309.02	Experimental evidence at protein level	--NA--
PPepDB_5872	EXPB9_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	269	28985.41	Experimental evidence at transcript level	--NA--
PPepDB_5873	DEF1_PETHY	Petunia hybrida	--NA--	Signaling-peptide	103	11361.42	Experimental evidence at protein level	--NA--
PPepDB_5874	LCR16_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	71	7957.39	Protein inferred from homology	--NA--
PPepDB_5875	IBBWP_MAIZE	Zea mays	--NA--	Signaling-peptide	102	10975.97	Experimental evidence at transcript level	--NA--
PPepDB_5876	LCR49_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	80	8738.13	Protein inferred from homology	--NA--
PPepDB_5877	LCR48_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	80	8718.07	Protein inferred from homology	--NA--
PPepDB_5878	CRR21_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	256	29210.78	Predicted	--NA--
PPepDB_5879	MPAH1_HOLLA	Holcus lanatus	--NA--	Signaling-peptide	265	28590.26	Experimental evidence at protein level	--NA--
PPepDB_5880	RIP3_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	213	21602.89	Experimental evidence at transcript level	--NA--
PPepDB_5881	ABP4_MAIZE	Zea mays	--NA--	Signaling-peptide	204	22627.86	Experimental evidence at transcript level	--NA--
PPepDB_5882	XTH10_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	299	34687.18	Experimental evidence at transcript level	--NA--
PPepDB_5883	CHE1_CHEAL	Chenopodium album	--NA--	Signaling-peptide	168	18294.92	Experimental evidence at protein level	--NA--
PPepDB_5884	MIRA_RICDU	Synsepalum dulcificum	--NA--	Signaling-peptide	220	24366.91	Experimental evidence at protein level	--NA--
PPepDB_5885	ITR1_NICSY	Nicotiana sylvestris	--NA--	Signaling-peptide	94	10464.45	Experimental evidence at transcript level	--NA--
PPepDB_5886	LCR13_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	77	8804.12	Protein inferred from homology	--NA--
PPepDB_5887	SCR12_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	92	10875.97	Protein inferred from homology	--NA--
PPepDB_5888	CRR55_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	263	28995.32	Experimental evidence at transcript level	--NA--
PPepDB_5889	FKB21_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	153	16354.86	Experimental evidence at transcript level	--NA--
PPepDB_5890	NEC1_NICLS	Nicotiana langsdorffii x Nicotiana sanderae	--NA--	Signaling-peptide	229	24622.41	Experimental evidence at protein level	--NA--
PPepDB_5891	NEC1_NICPL	Nicotiana plumbaginifolia	--NA--	Signaling-peptide	229	24764.62	Experimental evidence at protein level	--NA--
PPepDB_5892	EXTN1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	373	41555.23	Experimental evidence at transcript level	--NA--
PPepDB_5893	E1312_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	534	57659.21	Experimental evidence at transcript level	--NA--
PPepDB_5894	2SS2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	170	19361.17	Experimental evidence at transcript level	--NA--
PPepDB_5895	SCRB_ARALY	Arabidopsis lyrata	--NA--	Signaling-peptide	81	9457.05	Experimental evidence at transcript level	--NA--
